144.94.0.0/20,"ASN 32023"
144.94.32.0/20,"ASN 40567"
170.189.12.0/24,"ASN 26517"
170.189.159.0/24,"ASN 26517"
170.189.192.0/23,"ASN 26517"
170.189.194.0/24,"ASN 26517"
170.189.200.0/24,"ASN 26517"
170.189.218.0/24,"ASN 26517"
170.189.243.0/24,"ASN 26517"
199.248.164.0/23,"ASN 26517"
199.248.166.0/24,"ASN 26517"
199.248.168.0/24,"ASN 26517"
2605:5c0:10::/44,"ASN 26517"
2605:5c0:40::/44,"ASN 26517"
2605:5c0:80::/44,"ASN 26517"
2605:5c0:c010::/44,"ASN 26517"
