91.229.48.0/24,"Blocked AS56954"
91.230.10.0/23,"Blocked AS52163"
194.36.16.0/24,"Blocked AS52163"
195.20.128.0/24,"Blocked AS52163"
195.211.36.0/22,"Blocked AS52163"
