139.64.251.0/24,"ASN 398293"
167.160.80.0/24,"ASN 394617"
167.160.81.0/28,"ASN 394617"
167.160.81.16/30,"ASN 394617"
167.160.81.20/31,"ASN 394617"
167.160.81.22/32,"ASN 394617"
167.160.81.24/29,"ASN 394617"
167.160.81.32/27,"ASN 394617"
167.160.81.64/26,"ASN 394617"
167.160.81.128/25,"ASN 394617"
167.160.82.0/23,"ASN 394617"
167.160.84.0/22,"ASN 394617"
2607:8c40::/32,"ASN 394617"
