80.75.224.0/23,"Blocked AS20882"
87.236.112.0/21,"Blocked AS5385"
185.192.224.0/22,"Blocked AS5385"
194.183.128.0/19,"Blocked AS5385"
194.208.0.0/17,"Blocked AS5385"
194.208.160.0/20,"Blocked AS5385"
194.208.184.0/21,"Blocked AS5385"
194.208.192.0/18,"Blocked AS5385"
2001:af8::/32,"Blocked AS5385"
2a0a:2f40::/32,"Blocked AS5385"
