31.24.184.0/21,"Blocked AS44789"
45.10.94.0/23,"Blocked AS44789"
88.132.252.0/22,"Blocked AS44789"
92.63.240.0/20,"Blocked AS44789"
185.143.200.0/22,"Blocked AS44789"
2a00:9860::/37,"Blocked AS44789"
