69.84.178.0/23,"Blocked AS29928"
209.243.48.0/20,"Blocked AS14182"
216.19.100.0/23,"Blocked AS14182"
216.19.104.0/23,"Blocked AS14182"
216.19.108.0/23,"Blocked AS14182"
2620:0:360::/47,"Blocked AS14182"
