193.164.224.0/23,"ASN 24647"
213.150.0.0/23,"ASN 12895"
213.150.3.0/24,"ASN 12895"
213.150.4.0/22,"ASN 12895"
213.150.8.0/21,"ASN 12895"
213.150.16.0/24,"ASN 12895"
213.150.18.0/23,"ASN 12895"
213.150.20.0/22,"ASN 12895"
213.150.24.0/21,"ASN 12895"
