176.100.253.0/24,"Blocked AS212272"
185.168.184.0/23,"Blocked AS51892"
185.168.186.0/24,"Blocked AS51892"
185.168.187.0/24,"Blocked AS207016"
2a0a:1b00::/32,"Blocked AS51892"
2a0a:1b07::/32,"Blocked AS51892"
