64.40.154.0/24,"ASN 216414"
103.188.166.0/23,"ASN 149107"
157.66.24.0/22,"ASN 149107"
160.30.18.0/23,"ASN 149107"
160.191.164.0/23,"ASN 149107"
2001:df4:1bc0::/48,"ASN 149107"
2001:df4:8ac0::/48,"ASN 149107"
2400:82a0::/32,"ASN 149107"
2401:8e20::/48,"ASN 149107"
