181.212.60.0/24,"ASN 19196"
186.40.0.0/15,"ASN 27680"
190.108.128.0/18,"ASN 27680"
200.54.123.0/24,"ASN 27680"
201.220.224.0/21,"ASN 27680"
201.220.232.0/23,"ASN 27680"
201.220.241.0/24,"ASN 27680"
201.220.242.0/23,"ASN 27680"
201.220.244.0/24,"ASN 27680"
201.220.246.0/23,"ASN 27680"
206.31.176.0/23,"ASN 27680"
