147.78.117.0/24,"Blocked AS25236"
176.111.48.0/23,"Blocked AS24703"
176.111.57.0/24,"Blocked AS24703"
176.111.58.0/23,"Blocked AS24703"
176.111.60.0/22,"Blocked AS24703"
193.111.8.0/23,"Blocked AS24703"
195.128.16.0/22,"Blocked AS24703"
195.234.212.0/22,"Blocked AS24703"
