31.148.48.0/23,"ASN 207228"
77.243.126.0/24,"ASN 207228"
109.248.152.0/21,"ASN 8200"
109.248.208.0/22,"ASN 8200"
109.248.236.0/24,"ASN 8200"
188.130.156.0/22,"ASN 8200"
