46.174.188.0/22,"Blocked AS24700"
78.108.176.0/20,"Blocked AS62160"
94.198.224.0/21,"Blocked AS62160"
94.198.240.0/21,"Blocked AS62160"
185.10.208.0/24,"Blocked AS61316"
185.10.209.0/24,"Blocked AS42865"
185.10.210.0/23,"Blocked AS61316"
193.33.212.0/23,"Blocked AS61316"
2a03:6540::/32,"Blocked AS61316"
2a04:a380::/29,"Blocked AS62160"
