41.191.80.0/22,"ASN 37066"
45.66.0.0/22,"ASN 208710"
88.220.77.0/24,"ASN 197136"
88.220.85.0/24,"ASN 197136"
91.198.251.0/24,"ASN 57968"
91.216.51.0/24,"ASN 197136"
185.32.50.0/23,"ASN 197136"
185.102.0.0/24,"ASN 29585"
195.47.234.0/24,"ASN 57968"
