131.221.40.0/23,"ASN 272992"
131.221.42.0/24,"ASN 272992"
2803:8b80:100::/46,"ASN 272992"
2803:8b80:104::/47,"ASN 272992"
2803:8b80:107::/48,"ASN 272992"
2803:8b80:108::/47,"ASN 272992"
