12.49.6.0/24,"ASN 16508"
38.92.141.0/24,"ASN 11959"
38.125.88.0/24,"ASN 395603"
72.200.234.0/24,"ASN 395883"
199.36.160.0/22,"ASN 47074"
199.201.242.0/24,"ASN 13686"
209.65.141.0/24,"ASN 397910"
209.66.119.0/24,"ASN 47074"
