23.208.208.0/22,"ASN 6057"
167.56.0.0/13,"ASN 6057"
167.108.0.0/16,"ASN 6057"
167.116.0.0/16,"ASN 6057"
179.24.0.0/13,"ASN 6057"
186.48.0.0/13,"ASN 6057"
190.0.128.0/19,"ASN 6057"
190.64.0.0/16,"ASN 6057"
190.132.0.0/14,"ASN 6057"
200.2.32.0/19,"ASN 6057"
200.40.0.0/16,"ASN 6057"
200.125.0.0/18,"ASN 6057"
201.217.128.0/18,"ASN 6057"
201.221.32.0/19,"ASN 6057"
2800:a0::/30,"ASN 6057"
2800:a4::/36,"ASN 6057"
2800:a4:1000::/38,"ASN 6057"
2800:a4:1400::/41,"ASN 6057"
2800:a4:1480::/42,"ASN 6057"
2800:a4:14c0::/43,"ASN 6057"
2800:a4:14e0::/47,"ASN 6057"
2800:a4:14e2::/49,"ASN 6057"
2800:a4:14e2:8000::/51,"ASN 6057"
2800:a4:14e2:a000::/52,"ASN 6057"
2800:a4:14e2:b000::/53,"ASN 6057"
2800:a4:14e2:b800::/55,"ASN 6057"
2800:a4:14e2:ba01::/64,"ASN 6057"
2800:a4:14e2:ba02::/63,"ASN 6057"
2800:a4:14e2:ba04::/62,"ASN 6057"
2800:a4:14e2:ba08::/61,"ASN 6057"
2800:a4:14e2:ba10::/60,"ASN 6057"
2800:a4:14e2:ba20::/59,"ASN 6057"
2800:a4:14e2:ba40::/58,"ASN 6057"
2800:a4:14e2:ba80::/57,"ASN 6057"
2800:a4:14e2:bb00::/56,"ASN 6057"
2800:a4:14e2:bc00::/54,"ASN 6057"
2800:a4:14e2:c000::/50,"ASN 6057"
2800:a4:14e3::/48,"ASN 6057"
2800:a4:14e4::/46,"ASN 6057"
2800:a4:14e8::/45,"ASN 6057"
2800:a4:14f0::/44,"ASN 6057"
2800:a4:1500::/40,"ASN 6057"
2800:a4:1600::/39,"ASN 6057"
2800:a4:1800::/37,"ASN 6057"
2800:a4:2000::/35,"ASN 6057"
2800:a4:4000::/34,"ASN 6057"
2800:a4:8000::/33,"ASN 6057"
2800:a5::/32,"ASN 6057"
2800:a6::/31,"ASN 6057"
2800:a8::/29,"ASN 6057"
