62.44.32.0/19,"ASN 41707"
193.163.240.0/24,"ASN 13057"
193.163.241.0/24,"ASN 29139"
193.163.242.0/23,"ASN 29139"
193.163.244.0/22,"ASN 29139"
193.163.248.0/21,"ASN 29139"
194.0.236.0/24,"ASN 29139"
194.29.207.0/24,"ASN 29139"
194.242.42.0/24,"ASN 29139"
195.85.204.0/24,"ASN 29139"
