136.153.0.0/16,"Blocked AS132909"
161.50.0.0/16,"Blocked AS139344"
203.62.3.0/24,"Blocked AS139344"
203.62.4.0/22,"Blocked AS139344"
203.62.8.0/21,"Blocked AS139344"
203.62.16.0/20,"Blocked AS139344"
203.62.32.0/19,"Blocked AS139344"
203.62.64.0/18,"Blocked AS139344"
