185.42.120.0/23,"Blocked AS199913"
185.42.122.0/24,"Blocked AS12924"
213.236.0.0/23,"Blocked AS12924"
213.236.3.0/24,"Blocked AS12924"
213.236.4.0/24,"Blocked AS12924"
213.236.7.0/24,"Blocked AS12924"
2a02:2280::/29,"Blocked AS12924"
