5.102.44.0/24,"ASN 208984"
5.102.45.0/24,"ASN 210272"
5.102.46.0/24,"ASN 208423"
5.102.47.0/24,"ASN 208424"
2a13:3780:1::/48,"ASN 210272"
2a13:3780:2::/48,"ASN 208423"
