110.76.64.0/18,"Blocked AS7622"
137.68.0.0/18,"Blocked AS1781"
137.68.64.0/18,"Blocked AS1704"
137.68.128.0/17,"Blocked AS1704"
143.248.0.0/16,"Blocked AS1781"
192.249.16.0/20,"Blocked AS1781"
210.107.128.0/20,"Blocked AS1781"
210.107.145.0/24,"Blocked AS1704"
210.107.147.0/24,"Blocked AS1704"
