31.133.16.0/21,"Blocked AS56646"
46.148.0.0/20,"Blocked AS30838"
83.242.64.0/19,"Blocked AS30838"
87.99.96.0/19,"Blocked AS30838"
91.204.140.0/22,"Blocked AS30838"
93.175.64.0/19,"Blocked AS30838"
193.106.84.0/22,"Blocked AS30838"
193.203.208.0/23,"Blocked AS30838"
