91.230.182.0/24,"ASN 208075"
91.230.183.0/24,"ASN 211382"
178.237.240.0/21,"ASN 197150"
178.237.248.0/22,"ASN 15848"
178.237.252.0/24,"ASN 211382"
178.237.253.0/24,"ASN 15848"
178.237.254.0/23,"ASN 15848"
185.115.96.0/22,"ASN 15848"
2a0d:80c0::/29,"ASN 15848"
