31.186.88.0/21,"Blocked AS31020"
84.16.192.0/19,"Blocked AS34087"
84.52.192.0/18,"Blocked AS34087"
85.89.0.0/19,"Blocked AS34087"
89.151.192.0/18,"Blocked AS34087"
94.246.0.0/18,"Blocked AS34087"
148.252.64.0/18,"Blocked AS34087"
152.65.32.0/19,"Blocked AS34087"
152.65.64.0/18,"Blocked AS34087"
178.164.0.0/17,"Blocked AS34087"
185.161.56.0/22,"Blocked AS34087"
217.168.80.0/20,"Blocked AS34087"
2001:678:464::/48,"Blocked AS34087"
2a01:560::/29,"Blocked AS34087"
