79.171.114.0/24,"ASN 200926"
91.197.176.0/22,"ASN 5589"
91.208.166.0/24,"ASN 5589"
91.212.171.0/24,"ASN 5589"
91.216.69.0/24,"ASN 5589"
93.157.186.0/24,"ASN 5589"
193.138.82.0/24,"ASN 5589"
193.200.18.0/24,"ASN 5589"
193.200.129.0/24,"ASN 5589"
193.219.127.0/24,"ASN 5589"
194.176.100.0/24,"ASN 5589"
195.47.204.0/24,"ASN 197010"
195.74.74.0/24,"ASN 5589"
195.200.213.0/24,"ASN 5589"
195.234.170.0/24,"ASN 5589"
195.250.51.0/24,"ASN 5589"
