185.184.145.0/24,"Blocked AS211336"
212.122.64.0/24,"Blocked AS12539"
212.122.66.0/23,"Blocked AS12539"
212.122.74.0/23,"Blocked AS12539"
212.122.76.0/23,"Blocked AS12539"
212.122.78.0/24,"Blocked AS12539"
212.122.82.0/23,"Blocked AS12539"
212.122.84.0/22,"Blocked AS12539"
212.122.94.0/24,"Blocked AS12539"
