94.131.218.0/24,"ASN 57415"
2a0c:4680::/29,"ASN 47945"
2a0c:4dc0::/48,"ASN 47893"
2a0c:4dc0:1::/48,"ASN 47945"
2a12:bf80::/29,"ASN 42505"
