91.223.114.0/24,"Blocked AS198264"
149.239.0.0/16,"Blocked AS12291"
160.54.0.0/15,"Blocked AS12291"
160.56.0.0/15,"Blocked AS12291"
160.58.0.0/16,"Blocked AS12291"
192.109.50.0/23,"Blocked AS12291"
